,Test score (Accuracy),Train score (Accuracy),Number of trainable parameters,Number of layers,Regularization methods,Number of epochs,Loss function,Optimizer,Embedding dimension
0,0.8129563927650452,0.7924153208732605,134905,8,Dropout,5,binary_crossentropy,adam,14966
